purchase_dow,purchase_month,year,product_size_cm3,product_weight_g,geolocation_state_customer,geolocation_state_seller,distance,wait_time_in_days
2,12,2018,82947,4331,17,6,880.6581362482704,10
5,3,2018,21860,12009,16,11,876.2245420153498,12
5,12,2018,61126,15215,15,21,937.4926150297373,12
2,6,2018,98534,12569,7,1,309.79786911401465,1
1,9,2018,30540,3173,10,25,727.2230848089567,5
0,8,2018,82899,19173,22,20,242.7798156418045,13
4,6,2018,62727,14349,1,27,558.0794159446016,10
0,12,2018,10027,11984,26,12,217.93462044734258,11
5,1,2018,59251,10056,9,18,106.1212179284451,13
2,12,2017,53944,9624,18,17,722.3271276680495,8
6,9,2017,64069,7018,2,26,787.397755516204,12
1,5,2018,71612,15086,16,17,739.4645165291557,10
4,12,2018,81008,9626,3,14,518.2407650814391,14
6,12,2017,10084,16817,18,4,789.3649915691989,12
0,12,2018,9977,2742,14,2,511.5177924281752,7
0,2,2018,85048,18932,13,4,111.82277639050625,8
3,11,2017,67357,5377,15,17,324.1252816533733,12
2,5,2018,48556,318,1,27,733.6676203900324,14
0,3,2017,26578,4585,24,7,738.1310451569522,10
6,6,2017,66687,2891,20,8,91.85774145027305,6
2,3,2018,91688,7928,24,17,577.4198156415385,6
2,9,2018,94520,5370,15,6,85.2285800064376,4
5,8,2017,77421,18157,18,5,635.7611603960929,15
3,9,2018,66897,9347,27,7,881.9303196370927,16
2,1,2018,13223,518,13,26,736.151335547669,6
0,8,2018,64227,2724,4,6,859.738974815196,9
3,2,2018,97744,16425,26,25,451.05738714962933,17
1,3,2018,75250,15913,2,21,43.897380434950875,10
3,11,2017,68073,9731,20,10,640.926865263349,10
4,8,2018,14818,18404,2,1,705.247354110004,11
4,6,2017,92615,6485,21,2,707.7818681698292,10
5,11,2018,93157,13157,6,7,521.5930551057555,17
6,10,2017,5474,11444,12,3,854.428290231078,8
3,8,2017,17742,1781,17,4,877.6071517361189,10
3,11,2018,45329,3361,20,9,519.0010125033506,7
1,4,2018,21826,11318,24,2,801.2761617208431,12
3,10,2018,36321,13358,2,19,725.7710975726592,11
5,3,2018,99858,12227,11,17,428.94668921174264,12
4,6,2018,90988,18602,14,6,983.2346437034261,14
0,8,2018,3640,4619,15,2,626.7975952705576,8
2,6,2017,96195,17367,11,7,407.9217705613681,4
0,4,2017,35317,3592,24,18,267.4552479140167,1
5,11,2018,73131,12380,14,24,694.4481031402893,14
5,6,2017,32355,10239,12,1,894.3006945146969,11
6,2,2017,3703,5661,12,10,783.2802899734206,12
0,1,2018,82333,14512,3,7,711.8388478889685,12
6,3,2018,59194,445,24,19,382.49685137117586,5
2,2,2018,89866,15367,14,22,269.27761499310617,12
0,8,2017,47452,18054,27,13,238.3292445087025,6
1,8,2017,55170,17902,24,12,601.9724721103292,7
0,11,2018,44657,16843,8,2,583.9227495954468,9
0,2,2018,84177,9401,10,2,858.7497482859077,18
2,11,2017,93629,10331,9,9,294.0815122218318,7
0,5,2018,61595,9908,5,2,119.06812210632746,9
3,5,2017,4229,2676,22,12,677.2024403597215,9
3,12,2017,45487,870,25,20,207.4208436973955,4
1,12,2017,15122,1025,9,14,469.80370764818997,6
0,5,2017,16735,12850,21,4,367.6745186705139,6
1,2,2017,46479,8010,8,2,949.3763885220742,7
3,4,2018,69831,10111,2,24,72.17629730501687,8
4,9,2018,84733,13470,3,22,253.80255406868298,13
5,9,2017,30314,8218,6,20,688.9155770510579,4
1,11,2018,98987,7867,15,26,430.15494803200613,6
4,6,2017,75232,649,24,25,307.7626918552676,12
3,7,2017,62100,2553,14,18,146.29739512039458,2
2,12,2018,99798,17316,21,7,747.0061081530472,16
2,3,2018,17080,15519,24,18,521.4399055387776,8
6,12,2018,13698,9147,21,2,836.16062296543,14
5,1,2017,53854,2850,20,14,35.84784791295387,9
5,7,2018,54352,7038,1,13,274.9739186066148,10
4,11,2018,10635,10247,27,3,647.9839241204854,13
6,5,2017,86528,17788,13,5,454.61948022178444,12
4,8,2017,97384,17532,17,16,97.8206612228618,8
1,2,2017,827,10659,5,10,650.959820628022,10
5,3,2017,64915,11731,14,9,573.5316792693371,9
5,3,2018,34302,17381,3,27,307.9190706475316,13
6,10,2018,60066,12058,17,24,982.8186756711489,12
4,2,2017,28990,2497,21,21,308.9154803136369,1
0,7,2018,30676,14591,16,23,495.55700948621796,4
5,7,2018,46470,16736,26,12,794.6808681804654,17
4,3,2018,38984,11739,24,5,198.9564847518428,12
0,3,2018,52960,13189,3,17,10.91231662546031,7
4,11,2018,19751,16633,1,3,290.04092588744345,8
1,9,2017,93689,19085,3,13,660.0224462583968,7
5,2,2018,43813,19830,14,27,240.44813745571818,10
4,3,2017,30122,4703,18,19,232.1891321597009,5
3,4,2017,12924,13199,3,15,118.20716368256632,8
6,10,2018,48671,15363,14,12,930.9157366044625,20
3,11,2017,84006,4608,7,1,397.3337517672435,5
3,11,2017,77849,821,25,10,82.94446562606481,7
2,9,2018,74053,2311,17,6,851.5053565108635,17
2,6,2017,42999,19391,10,15,584.8871744369848,9
4,3,2017,36538,8833,2,25,420.769033329188,10
2,1,2018,13295,275,20,21,17.980435249035043,7
1,5,2018,98179,15158,10,1,628.8973548650581,12
1,1,2017,58928,1584,11,6,417.7425724175947,9
0,9,2018,85276,11073,19,16,89.32998934277467,1
3,6,2018,66762,15533,12,3,611.8570830227897,9
5,2,2017,46809,786,4,27,344.4070549511896,15
4,2,2018,20671,19780,10,22,927.4137946099984,19
5,1,2017,61479,19686,9,1,710.7459887674974,15
2,10,2018,35233,7646,4,5,622.7660402053774,13
2,5,2018,28638,11148,22,27,721.2163568379319,8
6,12,2018,57489,12149,7,3,399.8304134399785,13
4,10,2017,25141,17708,5,8,603.3143925758133,11
5,1,2018,86506,8097,23,5,950.9502141020708,13
5,2,2018,76844,5132,27,9,625.729290783424,23
0,2,2018,87987,10578,1,24,888.4571857287435,17
1,6,2018,7524,7914,26,5,409.22895123792955,12
6,1,2017,84387,3361,20,11,240.59220104064312,4
2,6,2018,97433,13322,15,11,242.2965411129991,1
4,12,2018,38665,6098,20,27,533.246443566088,8
5,3,2017,54055,13296,21,19,16.474918581165518,9
0,7,2017,99564,11035,10,4,851.2882602628366,7
4,5,2017,6735,16903,25,14,880.9614422305679,15
5,11,2018,45192,11662,3,27,301.8308539720363,12
0,6,2017,85795,9067,9,15,16.432320736365188,5
4,4,2018,84425,10772,18,17,254.7032334950978,12
4,8,2017,97920,5320,19,27,817.2620719642382,13
3,6,2018,75048,15966,4,23,488.6995465023139,8
0,4,2017,24850,19717,27,17,12.40512504552888,6
3,6,2018,92662,2251,7,3,819.0000963083636,4
4,10,2017,22173,12045,25,8,513.0105671741735,11
4,6,2017,61482,11977,6,8,520.1563201137724,6
5,10,2017,18725,13372,17,18,290.1691934195109,1
6,2,2017,67881,3487,10,7,473.2458051962837,7
3,3,2018,53379,8386,25,25,292.27838523040634,11
3,12,2018,91352,11858,4,14,639.4126556058391,8
6,5,2017,80149,15956,17,7,335.4391499471239,15
5,6,2018,83680,143,6,20,734.4627434139995,19
2,5,2017,95805,14006,25,21,447.48038680829285,12
6,7,2017,82080,6935,1,4,670.8958676356407,11
0,9,2018,38988,1873,3,16,769.0283428564356,12
3,1,2017,73146,2519,12,3,726.0394506590225,6
5,9,2017,21233,19813,17,17,37.907845933175,3
4,9,2017,99527,2831,24,19,123.4778350942443,12
3,2,2017,78691,7561,16,23,357.7632652012928,8
4,6,2018,40270,6271,18,3,112.08426458521703,9
1,6,2018,32791,8410,12,17,936.1081440436295,9
4,7,2017,11150,3386,23,20,186.1105189915139,5
5,2,2017,22763,7777,2,13,554.2829767041693,12
4,5,2018,25263,13844,4,6,359.0314689720213,15
4,9,2017,12604,14812,7,12,212.4661633975131,8
1,3,2018,83105,3691,15,13,656.9209341492333,12
3,3,2018,83441,14544,26,4,60.433621840572116,12
0,6,2017,43008,1562,17,15,802.8175524622471,9
4,3,2018,25207,1819,5,6,720.7625796978692,13
5,11,2017,61019,17842,18,2,879.2467540722366,16
5,2,2018,74564,19580,26,21,763.4023657327441,18
1,7,2017,75711,12568,25,3,711.8723701067998,11
3,8,2017,80578,19824,18,18,942.4686437177713,8
0,11,2018,86378,16769,5,22,857.6590445848304,10
1,1,2018,92310,7884,16,26,993.7839991556941,11
6,3,2018,15224,2068,20,19,906.704243477407,11
6,12,2018,10175,5350,19,20,467.275573618129,7
3,12,2017,29907,1368,10,17,887.3124930129327,6
4,11,2017,57872,2741,7,18,898.8799891405685,14
3,1,2018,63711,19551,4,19,836.2728725550649,20
4,7,2017,77638,18964,19,4,948.3719246840627,13
0,6,2018,83127,14527,2,18,288.2878049806324,7
4,2,2017,98440,741,5,7,553.7056601591906,9
2,12,2017,33678,15679,17,3,466.543502663731,3
5,3,2018,5054,11090,27,19,129.38293774404167,11
2,12,2018,46998,7153,21,14,954.726619055126,11
3,2,2018,12725,8440,24,4,23.61617655266684,11
5,7,2017,73854,3060,24,13,232.2913000181397,10
6,8,2017,9414,4725,13,6,584.6240776979388,9
6,7,2017,90418,7095,11,26,372.37702813336625,5
5,5,2018,15157,3697,2,2,603.6594859215751,7
0,7,2018,94549,2145,15,8,44.37940964238835,10
0,11,2018,51404,15048,7,7,950.6494904559147,16
3,1,2018,86666,18584,13,9,344.2269518712362,4
1,5,2017,11589,4392,17,3,392.01328541261165,5
6,9,2017,37184,12992,16,17,460.90806858738296,8
1,12,2018,62571,11813,3,24,976.1654303688232,13
5,1,2017,97367,16911,2,20,866.9716806741702,22
3,7,2017,53028,15081,18,2,396.3424266195728,11
2,10,2018,69689,9832,5,10,102.96404252500867,9
2,2,2018,75917,15987,20,21,21.93113317441643,13
6,9,2018,72650,12450,27,5,889.1531467122286,18
6,9,2017,76721,128,8,8,518.0917433287686,7
6,11,2017,15431,18777,8,11,200.14662446859495,12
5,4,2018,73847,4765,26,7,390.087759931201,16
0,8,2017,85383,546,25,1,229.21828824304603,7
3,1,2017,72614,9422,26,16,606.0874370527861,5
0,12,2017,7893,14279,19,6,871.2569767607949,7
5,9,2018,53377,4632,3,14,808.64126524368,10
2,12,2018,96916,5022,7,14,450.27224962684267,11
1,2,2018,23056,4601,26,8,283.342488567851,10
4,4,2017,293,6956,13,18,248.73260026773755,3
4,8,2017,37034,7654,12,21,943.1994385038826,11
3,6,2018,69808,15662,5,3,984.9706847860954,15
4,3,2018,81233,19911,7,27,712.8715827681398,14
3,8,2018,85515,937,10,7,155.94330874284825,6
0,2,2017,54713,7022,13,9,826.9623528806646,9
4,1,2018,15249,8092,1,18,247.62737032133919,16
6,9,2018,78118,19214,15,2,187.41247287038163,10
0,12,2018,41534,8284,20,22,263.9888973670315,2
1,8,2018,50875,6983,12,23,151.7996958174986,5
0,5,2017,69572,18944,25,20,476.861537364233,13
4,5,2017,30497,17783,16,24,910.1173059019382,17
6,2,2018,328,17653,8,11,527.8554835759711,8
1,10,2018,35283,11683,14,3,868.5753059500336,11
4,2,2018,49920,7214,24,16,719.3028429500844,8
2,2,2017,94037,338,1,7,957.6841959263725,15
4,9,2018,65317,8836,19,10,523.2916429347571,8
4,2,2017,53924,16837,5,24,501.7743963267215,11
3,3,2017,10931,1094,19,7,197.61870600771877,6
2,3,2017,35449,3996,10,1,545.1511275216126,1
6,4,2017,3743,19141,8,26,354.4289888346082,7
4,2,2017,54255,13812,27,7,355.646946267959,13
1,11,2018,78423,10205,9,9,956.3157455187375,10
5,9,2018,27039,17253,18,10,792.2489162128096,12
0,6,2018,55442,3680,13,4,682.3831659688,12
5,8,2017,23105,8599,14,2,125.76832837808557,1
4,7,2018,2633,3618,8,22,757.109356723489,11
3,1,2018,22591,18219,2,4,76.25927648971135,8
0,1,2017,25251,17569,6,20,889.114653380524,10
2,5,2017,77454,12234,15,4,338.8319862969532,4
6,1,2017,34823,16017,23,11,781.4043264026957,15
5,6,2018,55979,6570,3,25,922.0875023009628,16
5,6,2018,1981,8883,16,13,627.2694290476385,11
1,9,2018,59101,13632,12,21,605.6098646401572,10
0,7,2018,3010,19186,23,22,537.5516417370034,8
0,12,2018,17987,13144,14,22,309.0156134245817,7
6,11,2017,6622,9541,25,4,14.797966480267458,9
4,2,2017,4957,8061,10,6,949.2418653121749,7
6,10,2018,83223,1662,5,26,781.1373116322789,17
5,11,2018,19195,5512,19,20,954.7820499774849,14
0,2,2017,3672,1228,10,6,610.0648060781665,7
0,6,2018,47736,1262,4,20,474.18200004633115,10
3,3,2017,52901,788,15,3,586.6172469364802,3
1,4,2018,70740,11991,27,24,301.0531733614264,2
4,5,2017,65233,16228,3,15,638.8235684944458,12
4,8,2017,86479,2747,9,17,166.8202774223206,6
3,3,2018,28784,1445,20,10,940.6132325846629,11
3,5,2017,11723,9118,20,14,340.28903245825677,7
2,8,2017,26282,3396,19,8,67.97018248204408,9
6,6,2017,44430,15146,8,15,894.1567913802834,16
0,8,2018,27919,1917,6,17,692.9874453269397,2
2,7,2018,63910,9926,19,7,450.4117673962078,9
5,11,2017,13064,8869,26,10,697.3108401324657,12
3,4,2017,61129,6740,1,16,182.1123129903092,4
4,1,2017,21894,5924,22,12,438.6063291135455,7
0,5,2017,92287,15469,11,6,501.98424960408965,10
3,4,2018,21823,17922,5,23,611.2921112714711,13
6,5,2017,82522,12331,18,4,305.1886960921607,10
3,6,2017,71273,9607,24,24,192.71899671338775,7
0,8,2018,10169,4258,6,16,473.8375382127596,10
3,1,2018,41169,10554,19,15,127.4693252300734,10
6,12,2018,39372,14993,6,19,965.9351774902401,12
3,7,2017,38736,4834,12,9,328.7068211007474,7
4,4,2018,52505,6212,27,3,192.52891791803,10
3,7,2017,24281,15220,23,1,398.2038959102529,8
4,6,2017,35533,3523,1,12,156.07302074876674,5
3,11,2017,23688,9155,5,2,496.6540406401458,12
4,10,2017,79812,7723,10,20,338.32158052639056,9
2,6,2018,10377,18167,22,18,376.4171930037046,11
1,11,2017,18182,6562,6,16,923.4144200235024,10
1,10,2017,2098,2656,1,17,568.8923735228329,1
6,6,2018,13322,10868,27,16,855.1973667940084,13
1,10,2018,89591,19967,11,18,828.4151784397474,12
0,12,2017,51752,10041,21,10,121.11782790309977,8
0,6,2018,88134,10614,2,26,481.0774446035299,14
1,2,2018,19459,14532,5,21,756.1221609781794,17
3,2,2017,71320,14873,17,26,396.16352879749587,9
4,10,2017,83049,549,20,18,376.5760647202741,5
3,2,2017,87526,7168,25,6,575.4590395941577,12
5,11,2018,98776,11921,12,1,684.681287495439,17
6,10,2018,12242,6977,17,21,462.4957911592699,10
3,5,2018,41852,7867,20,3,111.31449495008019,16
6,5,2018,81817,8877,17,1,530.235276473944,14
6,6,2017,7120,4967,2,4,754.5247205766163,14
3,3,2017,81571,12995,5,11,161.79091655742812,5
6,3,2017,76652,5135,6,15,461.00317430622727,12
4,5,2018,38461,15932,19,26,812.6417914648562,18
0,2,2018,90823,4405,21,3,167.92259282175516,12
1,5,2018,96748,2847,1,5,429.11905222121766,4
4,10,2017,96133,3447,5,21,321.81377632330157,13
3,11,2017,85119,18811,12,27,192.53936629305977,12
5,10,2017,36959,17859,8,27,478.3083484289987,16
6,1,2018,95181,12090,26,2,611.7701404309369,16
3,3,2018,66339,10823,8,1,263.0496596274881,8
1,5,2018,78669,18426,16,15,46.50082198154102,16
4,3,2017,44735,5631,12,8,702.9065998766418,1
2,5,2017,70579,1927,7,12,33.57508243147821,3
4,12,2017,89220,16646,13,11,440.9583205592666,5
1,6,2017,55520,18632,21,7,823.6277013380908,10
3,8,2017,66817,687,27,12,788.2011416764614,10
2,2,2018,35776,8820,26,10,910.6687644956704,12
4,5,2017,87828,2187,18,18,482.8162968355169,9
6,10,2017,30772,14670,25,24,106.3128360430733,7
4,9,2017,82967,11376,7,16,500.27182399946986,12
5,5,2018,80909,16935,8,11,598.1810011714325,9
0,3,2018,20389,16869,12,2,475.3339513022441,8
2,12,2018,25461,3205,23,16,155.07669543733644,9
3,5,2017,75355,812,12,27,936.6492049570012,15
3,11,2018,13390,17511,6,17,58.882473692572226,8
4,6,2017,37344,11052,21,13,457.3302961052525,3
0,3,2018,62994,12329,8,17,889.4299495555161,6
0,8,2018,88506,8256,18,10,411.57206805619893,13
4,1,2018,48689,15874,10,6,95.72118381821578,3
5,9,2017,43474,16581,20,16,47.69246804764318,4
3,2,2018,26266,10654,6,19,629.974915696366,12
6,2,2018,83749,5389,21,1,188.92346439134872,15
2,3,2018,9581,14204,12,5,548.9805968469805,15
5,1,2018,58130,17684,24,25,149.77120032303046,9
5,12,2018,95612,15425,20,6,907.3252786407442,21
2,1,2017,36777,10570,10,26,278.8395826347909,14
2,2,2017,69625,16074,15,13,412.91285589601125,8
0,3,2018,39098,1893,23,10,648.350100038241,12
6,1,2018,46515,18003,22,1,555.6113201800911,11
1,1,2018,56774,16785,26,7,227.05520308291665,7
5,12,2018,2386,9614,5,6,922.203280868809,10
2,6,2017,26681,6574,27,24,198.491658990283,6
0,9,2017,84088,8196,22,2,514.5855845290672,10
0,10,2018,96651,7444,17,20,841.4505348673679,12
2,5,2018,58950,7779,5,11,282.27909920481943,8
2,2,2018,15848,11565,5,19,755.9539186910813,17
2,12,2017,60575,9363,6,5,337.078721745382,3
5,5,2017,48522,12733,11,9,433.79897407316736,13
2,1,2018,54604,10573,16,21,821.13506009561,13
1,7,2018,40089,15650,1,18,442.43530433987644,8
1,11,2017,96597,18119,22,26,717.8449931268826,7
2,9,2018,87045,14732,22,20,148.59819806679005,9
0,6,2017,47306,6029,13,25,102.715528975662,2
3,2,2017,6326,9292,21,22,874.0008611361734,10
0,5,2017,5756,14902,22,21,291.2837177004143,6
3,7,2018,25705,5641,5,27,827.6040128538897,15
0,9,2018,12446,17374,26,23,58.828218251169936,1
6,1,2017,28190,19359,14,13,334.4366807173529,10
5,10,2018,39506,13539,21,24,209.4461374107926,7
1,11,2017,97937,9874,12,1,22.118975560561864,11
6,6,2017,64371,17780,27,13,803.9945343572015,14
4,11,2017,53213,14191,8,23,237.27935455258967,6
2,10,2018,73455,11424,12,26,483.2694191053526,9
1,6,2017,25503,14365,5,9,574.082856575992,9
5,12,2018,7388,1690,12,4,624.6194787878384,6
4,10,2017,83957,13291,7,7,504.89952818594514,11
4,10,2018,87579,6257,10,10,805.9074678505413,16
6,12,2018,9531,13244,16,12,251.91278041252355,12
5,10,2017,6783,15236,5,17,307.625086110319,3
5,5,2017,11182,13480,21,6,946.6425806264408,11
3,6,2017,1410,14432,18,2,526.4423632928319,8
0,12,2018,77466,17651,7,13,236.89513828869505,4
5,8,2017,74958,10282,23,20,600.2472860024013,13
6,2,2017,71497,8507,15,17,627.5258560077094,9
4,4,2018,7644,10167,9,11,208.20401441837066,10
3,12,2017,44408,6360,4,4,611.9139451629175,5
4,7,2018,67272,19866,20,1,828.6862257952854,17
5,10,2018,92413,18425,22,5,100.811582316781,10
4,9,2018,96543,13977,21,22,112.72545439196769,6
3,1,2017,39408,18157,4,24,112.73075337383872,8
1,3,2018,405,18711,19,24,471.30018088603157,14
2,2,2018,34523,3311,17,13,443.2094404564851,13
0,1,2017,60416,5981,17,13,653.930397495098,10
5,10,2018,7534,10520,24,7,303.10699410736095,13
4,6,2017,90011,2365,5,2,250.89485504302883,6
0,7,2017,68553,4142,17,11,925.3642219950276,13
4,7,2017,316,10486,18,7,29.99065819773382,9
1,3,2018,42133,11756,18,18,361.72103943275783,12
6,3,2017,66805,3107,24,12,770.7836876694545,12
2,11,2017,81541,14685,10,10,834.7799212512194,9
0,2,2018,75409,13197,17,3,839.1592005171233,11
5,10,2017,58707,8293,11,3,496.27836394248396,10
5,10,2018,68743,13003,3,1,506.439905262843,15
2,10,2018,14501,6014,3,15,637.9530179111024,16
6,5,2018,93410,15588,24,10,155.30240901105128,11
6,6,2017,74846,3673,11,5,250.09956099794422,8
3,2,2017,3924,1007,12,6,91.12874785427717,6
3,5,2018,89249,11970,18,9,915.7576085876773,13
3,5,2017,76401,10031,19,6,860.9848328548146,11
5,12,2018,60555,9365,2,1,405.0442914896186,8
4,8,2017,12980,13135,3,27,712.9057984563195,18
4,7,2018,73309,4845,15,22,295.470455138776,10
0,2,2017,79006,13338,9,21,474.36151679501495,11
5,9,2018,41571,8967,25,9,959.7871942598987,11
4,6,2017,55740,4393,21,13,606.9384224929996,13
0,3,2018,95237,8570,7,26,850.7190308972965,15
6,7,2018,60971,12012,3,11,199.67635315381878,3
6,6,2018,34363,3287,24,24,713.6839374220002,10
0,12,2018,38643,15076,18,6,25.25121914104956,6
1,4,2018,78193,12140,14,21,207.16660412335955,12
0,4,2018,34739,13204,14,3,102.82545246179517,4
6,1,2018,1231,9004,2,17,142.4131637235741,15
1,1,2017,59853,7163,4,24,582.4086644301188,9
5,6,2017,77134,5432,11,20,349.62691133175576,2
4,2,2018,32465,1392,23,21,439.23119152333135,7
6,12,2017,18801,13897,13,5,866.5219341875232,9
3,4,2018,48136,19217,14,2,651.3011283743851,10
3,7,2018,12612,8655,27,23,298.63975775324286,5
2,8,2018,62182,662,17,26,102.93069369295365,4
5,3,2018,8951,2038,22,3,557.7377425853542,16
2,8,2018,77317,16511,6,13,984.0656384868148,11
4,10,2017,54188,7701,15,19,933.0704732755179,12
6,10,2018,56895,7980,21,22,277.63121217937095,14
5,1,2018,30708,1262,17,5,598.8184984759782,14
5,4,2017,51566,7912,10,10,454.7997293720015,8
6,1,2017,12014,15481,10,22,271.93477756669984,8
3,2,2018,94695,10981,19,7,247.48265458063165,14
2,10,2018,77258,6414,27,20,292.75252129611124,5
1,12,2017,1960,5345,14,23,530.1482184841938,7
1,5,2018,58288,2370,19,10,594.283824827245,15
2,1,2018,85398,15164,6,2,873.3318178948182,10
1,8,2017,73694,1196,25,9,763.6696299018909,13
1,9,2018,91782,4266,7,6,633.6177637114937,7
4,10,2018,94450,303,4,3,662.3849913558,9
0,7,2017,53582,3233,10,21,996.4121539496355,14
6,5,2017,41613,13301,9,18,384.428672711969,6
4,1,2018,99333,13413,9,25,960.6652846010064,14
1,4,2017,44257,18028,22,11,109.95359634224714,6
6,8,2017,69071,15496,1,23,183.19218938291533,16
6,3,2017,17901,3590,6,15,314.0921416008251,5
3,8,2018,43198,18982,11,25,959.3157853058595,11
2,3,2017,56313,13544,4,17,804.3170323708231,15
6,2,2018,33256,19486,27,3,616.8807890766745,10
2,12,2017,78151,6444,24,18,523.5474441656118,5
0,5,2018,69798,14753,16,11,758.0452053950431,12
2,6,2018,56880,13285,16,20,967.2589629712123,7
5,11,2018,23131,6228,1,14,686.2553574777147,9
2,5,2017,371,909,16,7,234.8974185927993,9
5,6,2017,26317,2102,1,6,476.52335962893653,11
5,6,2017,80302,10053,3,22,667.4793774999055,13
3,10,2017,34033,7796,26,14,545.856009394076,5
1,6,2018,85132,7855,27,23,592.5378113122379,5
3,3,2018,90777,3469,10,25,98.93888804183305,9
5,2,2018,98824,17531,14,15,672.7854165534475,13
2,11,2018,82891,19302,8,27,505.40859842669295,15
0,12,2017,75615,15697,1,18,387.4297666404538,12
0,10,2018,14364,10656,20,10,841.7112992472539,7
0,1,2017,47139,12813,13,20,492.8097474630079,5
3,3,2018,89855,15272,15,5,169.50216771739252,12
5,1,2017,61304,16164,20,22,419.9464388149209,9
6,10,2017,33761,15283,27,10,709.1034501080419,14
1,1,2017,85417,7750,24,11,558.1626565955162,6
2,6,2018,2376,11400,17,9,256.6485530225285,5
1,12,2018,15571,8110,8,26,951.1187557687956,6
1,5,2018,26179,13540,2,9,825.063365331923,14
2,8,2017,27366,6254,2,19,154.05764284963664,10
5,5,2018,57978,6534,14,17,505.4539158474512,9
5,1,2018,34352,5485,19,5,300.2357841025084,7
4,1,2018,61729,19727,24,8,185.80957327793723,8
4,1,2018,14593,16117,9,10,441.28112800173034,12
2,4,2018,81644,6451,4,16,216.93147124419986,5
0,6,2017,23624,12792,14,16,537.9565211028341,7
3,5,2017,34462,10332,8,14,724.3767359044239,12
6,10,2017,83264,14564,10,21,434.1658174168394,16
3,3,2017,89423,4818,4,7,288.35264174910196,10
2,11,2018,1389,984,9,4,732.0663066355671,13
2,8,2018,63863,8586,2,23,843.9708214533995,18
1,5,2018,57152,14723,5,13,788.4566812737332,12
0,12,2017,36850,10956,13,6,921.9473121509747,7
4,10,2018,11737,18439,4,12,925.9620934058,10
6,9,2017,14475,16414,17,23,75.00280959528922,7
6,1,2017,80378,19272,15,3,874.3679250060366,14
5,8,2017,73156,15367,23,6,823.0932055187989,15
0,7,2017,42595,11226,26,18,457.967011739375,7
0,10,2017,66620,10785,2,13,641.122666778859,14
3,2,2018,71517,17073,19,9,654.0418563416677,8
4,4,2017,63034,17512,7,23,991.7928914010699,15
5,6,2017,27970,4621,7,27,36.27403874076596,8
6,11,2017,22684,17158,15,4,808.4630304741438,11
0,2,2018,15490,12595,21,11,205.85299440316476,11
5,10,2017,60978,17032,7,3,822.9630942573174,4
3,7,2017,54579,19961,27,27,185.28182732374648,4
3,10,2018,89797,7948,14,26,975.1754581292479,15
0,7,2018,56778,11478,21,6,927.1167630773615,12
6,9,2017,87953,12457,15,22,262.1179821971655,11
4,6,2017,97595,3997,25,18,42.546276098705576,5
2,8,2017,7326,6830,13,25,935.0663385454675,10
0,4,2018,9177,16923,25,26,76.67175857956335,5
0,7,2018,41090,16677,8,7,381.96152833543886,6
1,11,2018,16616,19803,19,14,655.6552940812167,11
2,6,2017,75290,2982,9,9,541.0014221664221,4
2,6,2017,35131,770,26,27,975.4047538999666,6
4,1,2017,33552,17039,19,20,77.87651574169257,9
3,9,2017,74026,9887,8,10,592.8827289678496,8
0,2,2017,17414,16067,10,1,370.3662348283904,8
2,9,2017,15626,13428,11,16,638.7708984651385,7
3,8,2017,90872,2583,23,11,466.01249684452074,7
3,4,2017,87023,120,20,20,934.4085151210596,10
0,6,2017,11775,3333,6,10,331.8533253279421,1
4,5,2018,66553,4688,15,18,847.198387833037,16
0,9,2018,23203,19756,26,17,548.5518056579359,9
